id,author,published_date,pseudonymized_body,pseudonymized_title,url
16,Cherry Ann Virador,"Oct 07, 2024","Nimando ang Office of the Ombudsman sa pagpalagpot kang Atty. Aurelio Acdal Acebedo sa Register of Deeds for Mandaue City human siya mapamatud-ang sad-an sa paglapas sa Republic Act (RA) 6713, nga nailhan usab nga “Code of Conduct and Ethical Standards for Public Officials and Employees. ”Ang desisyon nga gipirmahan niadtong Septiyembre 10, 2024, ni Ombudsman Quipot R. Acepcion, naggumikan sa administratibong reklamo nga gisang-at ni Procopio L. Dy, Jr. sa Disyembre 1, 2022. Ang reklamo nipasangil kang Acebedo sa pagpangayo ug pagdawat og kuwarta bugti sa pagpadali sa pagproseso sa Torrens Certificates of Title sa reklamante. Si Acebedo nasakpan nga nidawat og marked money nga P150,000 sa entrapment operation nga gihimo sa National Bureau of Investigation (NBI)-Central Visayas (NBI-7) sa Nobiyembre 25, 2023. Si Acebedo napamatud-an nga sad-an sa paglapas sa Section 7(d) sa RA 6713, nga nagdili sa mga opisyal sa publiko sa pagpangayo o pagdawat og mga regalo, mga benepisyo sa kwarta, o bisan unsang bililhong butang nga may kalabutan sa ilang opisyal nga katungdanan. Ang silot nga gipakanaog sa Ombudsman naglakip sa dismissal gikan sa serbisyo uban sa accessory penalties sa forfeiture sa tanang retirement benefits, accrued leave credits, ug uban pang mga receivable tungod sa iyang opisina. Kung dili na mapatuman ang silot sa dismissal tungod sa pagbiya na sa serbisyo, ang silot ibaylo ngadto sa multa. Ang multa katumbas sa iyang tinuig nga suweldo sulod sa usa ka tuig nga ibawas sa bisan unsang retirement benefits o receivables ug ibayad ngadto sa Office of the Ombudsman.",Opisyal sa Register of Deeds Mandaue gitaktak sa Ombud,https://www.sunstar.com.ph/superbalita-cebu/opisyal-sa-register-of-deeds-mandaue-gitaktak-sa-ombud
17,Arnold Y. Bustamante,"Oct 06, 2024","Patay ang usa ka batan-ong lalaki nga nagduwa og billiards human pusila, alas 10:30 sa gabii sa Sabado, Oktubre 5, 2024, sa Sitio Lawis, Brgy. Pasil, siyudad sa Sugbo. Ang biktima giila nga si Cristitulo Dionson Acero Acierto, 21, molupyo sa naasoy nga dapit, nakaangkon og samad pinusilan sa iyang ulo nga maoy hinungdan sa iyang hinanali nga kamatayon. . Sa imbestigastyon sa Sawang Calero Police Station sa Cebu City Police Office (CCPO), ang biktima nagduwa og billiards uban sa iyang mga ig-agaw. Usa ka lalaki nga nagsul-ob og itom nga jacket ug itom nga short pants ang niduol sa biktima ug kalit kini nibunot og pistola sa iyang kilid ug dayong pusil sa biktima sa ulo sa makaduha ka higayon. Dali nga misibat ang suspek sa wala matino nga direksyon samtang ang mga tawo nga naa sa lugar naalibwag sa pagpanagan tungod sa kahadlok. Ang mga molupyo sa dapit nanawag sa Cebu City Response Team apan sa ilang pag-abot, wala nay timailhan nga buhi pa ang biktima. Ang hepe sa Sawang Calero Police Station Police nga si P/Capt. Kenn Aclan nibutyag nga migawas sa ilang imbestigasyon nga usa ka drug personality ang biktima. Sigon sa ilang nakuha nga kasayuran nga nakautang og dakong kuwarta si Acierto ug wala na makabayad nga usa sa ilang gitan-aw nga hinungdan o motibo sa krimen. ""Yes, isa yan sa tinututukan namin na leads based sa text messages (sa cellphone) na malaki ang kulang niya sa amo niya sa drugs,"" matod ni Aclan sa Superbalita Cebu. Nagpadayon pa ang Sawang Calero Police sa imbestigasyon ug duna na silay gitumbok nga person of interest (POI) nga maoy ilang subject sa ilang manhunt. /",Ga-billIards gipatay,https://www.sunstar.com.ph/superbalita-cebu/ga-billiards-gipatay
18,Arnold Y. Bustamante,"Oct 06, 2024","Kapin sa usa ka libo ang nadakpan sa kapulisan sa Central Visayas sulod sa usa ka adlaw nga operasyon batok kriminalidad ug pagpatuman sa mga lokal nga ordinansa sa matag lungsod ug siyudad gikan sa Oktubre 5-6, 2024. Sa ilang kampanya batok illegal nga drugas, nakasakmit ang Police Regional Office (PRO) 7 og 130. 20 gramos nga gituohang shabu nga dunay standard drug price nga P885,360 atol sa 20 ka anti-illegal drug operations ug pagkasikop sa 27 ka drug personalities. Nakalusad usab og 14 ka operations batok sa illegal gambling ang kapulisan nga misikop sa 21 ka mga sugarol, 14 kanila ang napasakaan na kaso sa korte, ug pagkasakmit sa P1,685 nga cash. Wala mohunong ang kapulisan sa ilang kampanya batok loose firearms subay sa kamandoan sa ilang ulohang buhatan tungod sa nagkaduol na ang midterm elections sa sunod tuig diin tulo ka armas nga walay lisensya, ang ilang naimbargo ug usa ka tawo ang nadakpan og napasakaan na ang kaso sa korte. Nakadakop usab og siyam ka wanted persons ang kapulisan nga dunay mga pending warrant of arrest sa nagkalainlaing kaso nga giatubang, usa niiini nabutang sa listahan sa most wanted persons. Samtang, moabot sa P538,010 ang nakolekta sa kapulisan isip multa nunot sa subsob nga pagpatuman sa mga lokal nga ordinansa sa matag lungsod ug siyudad diin 1,116 ka mga tawo ang nadakpan.","Kapin 1,000 ka malapason sa balaod, nasikop",https://www.sunstar.com.ph/superbalita-cebu/kapin-1000-ka-malapason-sa-balaod-nasikop
19,Rolando R. Morallo,"Oct 06, 2024","PAGPADUOL sa serbisyo sa mga senior citizen sa kabarangayan maoy nag-unang tumong sa bag-ong officer sa Officer of Senior Citizens Affairs (Osca) sa dakbayan sa Sugbo nga si Necio Acmad, beterano nga mamahayag ug brodkaster. ""Dili na maghuwat sa senior citizen nga moduol sa buhatan. Sa barangay level pa lang daan, mahatag ang benepisyo ug masulbad usab ang ilang problema,"" matod ni Acmad nga nahinabi sa Superbalita Cebu niadtong Dominggo, Oktubre 6, 2024.""Mao sab gyud ang gusto ni Acting Cebu City Mayor Jhonnylou Ghen Abalayan dili na mahasol. . "" dugang ni Acmad nga opisyal nga nagsugod sa iyang bag-ong tahas niadtong Oktubre 1, 2024. Ang Osca, ubos sa buhatan sa mayor, maoy nagtutok sa kaayohan ug pagpalambo sa katungod sa senior citizens. Matod ni Acmad, dunay 110 mil ka mga senior citizen nga narehistro sa Osca ug 96 niini ang nagdawat og financial assistance nga P1,000 matag buwan nga ihatag quarterly o ipuno sud sa tulo ka buwan. ""Ang uban waiting. Nagpasabot nga bag-o lang narehistro nga botante sa dakbayan,"" dugang ni Acmad. Sa pagkakaron, matod ni Acmad, ang gihatagan og prayoridad sa Osca kadtong dunay record nga nakabotar sukad sa 2013 ug paubos tungod sa limitasyon sa budget, diin gitrabaho pa aron maumentohan sa konseho. ""Naa man guy uban nga nag 60 anyos na apan bag-o pa mibalhin sa pagrehistro sa dakbayan aron maka-avail sa benepesiyo nga gitanyag sa lokal nga kagamhanan,"" matod ni Acmad hinungdan sa pagburot sa populasyon sa senior citizens sa dakbayan. KASAULOGANAng Osca kasamtangang naghimo og mga kalihokan sa pagsaulog sa 'National Citizen Month. 'Usa ka medical mission ang gipahigayon sa Plaza Sugbo sa atubangan sa Cebu City Hall niadtong Oktubre 1, 2024. Matod ni Acmad, dul-an sa usa ka libo nga senior citizen ang nabenepisyo sa nagkalainlaing serbiyo alang sa panglawas. ""Gusto ni Acting Mayor Abalayan nga motaas pa ang kinabuhi sa mga senior, dili lang aron makauban pa sa ilang pamilya, apan makabanepisyo sa daghan pang tanyag sa lokal nga kagamhanan,"" dugang niya. Lakip sa programa, matod ni Acmad, paghimo og lecture ug seminar bahin sa pag-atiman sa mental health ug nutrisyon nga dakong isyo samtang magkataas ang edad. Bahin sa identification cards (IDs), pwede mailisan kadtong hanap na, apan kon klaro pa, pwede pa kini gamiton. Ang Osca manghatag usab og libre booklet alang sa discount sa pagpamalit labina sa mga tambal. Samtang, si Acmad niingon nga ang Osca nag-abag sa mga senior citizen nga marehistro usab sa National Commission of Senior Citizen (NCSC) aron makadawat usab og ayuda gikan sa nasudnong kagamhanan nga ubos sa pagdumala sa Department of Social Welfare and Development (DSWD) labina sa indigent senior citizens. ""Hinayhinay na nga gibalhin sa NCSC ang pagdumala sa DSWD sa benepesiyo sa senior citizens. Daghan na gud og giatiman ang DSWD,"" dason ni Acmad.",Serbisyo sa senior citizens ipaduol sa kabarangayan,https://www.sunstar.com.ph/superbalita-cebu/serbisyo-sa-senior-citizens-ipaduol-sa-kabarangayan
20,Rolando R. Morallo,"Oct 06, 2024","Nagkadako ang pagdahili sa yuta sa Toledo Wharf Road (Manipis) sa Barangay Kampo 4, dakbayan sa Talisay hinungdan nga gisirado gihapon kini sa trapiko sukad sa unang pagdahili niadtong Martes sa kaadlawon, Oktubre 1, 2024. Si Robert 'Nancy' Abel, pangulo sa City of Talisay-Traffic Operations and Development Authority (CT-TODA) nga nahinabi sa Superbalita sa Dominggo, Oktubre 6, nagkanayon nga ang Department of Public Works and Highways (DPWH) mosusi sa dapit karong buntag, Lunes, Oktubre 7, 2024, aron pag-assess sa kahimtang. Kini bahin sa pag-ayo sa DPWH sa maong dan nga nagkadako ang bahin sa yuta nga midahili. ""Risgo pa gyud nga agian,"" matod ni Abel, kinsa nihulagway nga ang unang pagdahili sa yuta nga wala pa makaabot sa viewing deck apan ning ulahi, naabot na kini sa maong dapit. ""Nagsige og pangdahili ang yuta labi na panahon nga mag-uwan. . "" dugang ni Abel. Subling panawagan sa CT-Toda ngadto sa mga motorista sa pagpangita og luwas nga dan nga kaagian. Ang Toledo wharf road maoy karaan ug duol nga agianan sa padulong sa dakbayan sa Toledo ug pabalik sa Talisay. Laing agianan sa pagkakaron mao ang Naga-Uling Road. Si Abel dili pa makahatag og timeline kon kanus-a kini paagian og pagbalik og sakyanan.",Landslide sa Kampo 4,https://www.sunstar.com.ph/superbalita-cebu/landslide-sa-kampo-4
22,Cherry Ann Virador,"Oct 03, 2024","Ang buhatan sa Ombudsman mi-dismiss sa mayor sa Mandaue City ug Cebu City sa ilang serbisyo. Si Mandaue City Mayor Brody Abando gitaktak sa iyang serbisyo human nasuta nga sad-an sa kasong grave misconduct sa dihang mitugot nga makapadayon sa operasyon ang usa ka cement batching plant nga way business ug environmental permits. Samtang si suspended Cebu City Mayor Cedie Abangan, nasuta sab sa Ombudsman nga sad-an sa nepotism ug grave misconduct human gitugotan ang duha ka igsuon sa iyang asawa nga makatrabaho sa Cebu City Hall. Ang kaso ni Abando base sa reklamo nga giduso niadtong Oktubre 2022 sa dihang ang mga reklamante nga sila si Princesa Acuba Acuna ug Lita Ada mibutyag nga way gihimo ang mayor ngadto sa mga nahimong kalapasan sa Suprea Phils. Development Corp. ’s nga matod pa naghatag og peligro sa panglawas ug kinaiyahan. Ang planta sa Suprea nga nahimutang sa Sitio San Jose 1, Barangay Labogon, nga nag-operate niadtong 2020 hangtod na 2022 nga walay business permit, sanitary permit, ug environmental clearances. Ang mga residente nga nagpuyo duol sa planta nagpasaka og mga reklamo bahin sa negatibong epekto sa operasyon niini sa ilang panglawas apan bisan pa niini nga mga reklamo, giingong si Abando wala mo-isyu og cease-and-desist order batok sa planta. Gipamatud-an sa Ombudsman nga ang operasyon sa planta nagpadayon bisan walay mga permit nga nagdala og kahasol sa publiko ug risgo sa panglawas sa komunidad. Bisan pa nga si Abando miluwat og Mission Order niadtong Marso 2021 alang sa Mandaue City Environment and Natural Resources Office (MCenro) aron nga ipasusi ang operasyon sa Suprea, matod pa sa Ombudsman nga ang maong aksiyon uwahi na ug nakatutok lang sa environmental factors. “The conduct of inspection, imposition of penalties, and implementation of mitigating and preventive measures are not sufficient to address the plight of the affected residents of Barangay Labogon,” natala sa maong desisyon. Giklaro sa desisyon sa Ombudsman nga bisan pa nga ang Suprea nakadawat og Environmental Compliance Certificate (ECC) niadtong 2019, wa kini magpasabot nga maka-operate ang maong kompaniya nga walay kuhaon nga dugang mga permit. Base sa ECC nga ang Suprea kinahanglan makakuha og mga permit gikan sa ubang mga ahensya sa gobyerno sa wala pa kini magsugod sa operasyon. Dugang pa sa Ombudsman nga si Abando napakyas sa pagpugos niining sa mga kinahanglanon ug gitugotan ang planta nga mag-operate nga ilegal sulod sa dugay nga panahon. TUBAG Si Abando sa iyang bahin miluwat og opisyal nga pamahayag pinaagi sa iyang Facebook post (as published): “Dear Mandauehanons, “The Ombudsman’s decision comes as no surprise. Nahibaw man gyud ta nga ang atong kontra gigamit nila ang ilang koneksiyon ug gahum at their disposal. But let me assure you, just as we have faced challenges before, we will not back down. We will exhaust every legal remedy to fight this battle – because this is not just about me. “It is about the trust you have placed in me, and I will defend that trust with all that I have,” tipik sa statement ni Abando. NEPOTISMOSa habig ni suspended Cebu City Mayor Abangan gi-dismiss sa Ombudsman sa iyang serbisyo lakip na ang pagkanselar sa iyang eligibility ug way madawat nga benepisyo sa pagretiro gawas sa nahipos nga leave credits, ug permanente nga diskwalipikasyon sa pagbalik sa serbisyo sa kagamhanan. Gipahibawo sa Ombudsman nga dili mapatuman ang silot nga dismissal ilabi na nga nagserbisyo pa si Abangan sa iyang suspension, “the same shall be converted into a fine equivalent to respondent’s salary for one year, payable to the Office of the Ombudsman, and may be deductible from respondent’s accrued leave credits or any receivables from his office. ”Ang kaso ni Abangan nag-ugat sa reklamo ni Crispin Adajar, nga naggamit sa ngalan nga “Inday Josa Adan Abcede” sa Facebook, mipasangil og reklamo batok ni Abangan alang sa giingong nepotismo, grave misconduct, graft ug corruption nga giduso sa Office of the Ombudsman sa Quezon City niadtong Enero 24, 2023. Sumala sa reklamo, gitudlo ni Abangan ang mga igsuon sa iyang asawa nga sila si Buddy ug Randolph Mandanat. Si Buddy ug Randolph ang mga igsuon ni Elisabet Adang Mandanat-Abangan, ang ikaduhang asawa ni Abangan, nga iyang gipakaslan sa usa ka civil wedding ceremony niadtong Oktubre 28, 2021. Base sa mga rekord sa Human Resource Department Office sa siyudad, si Buddy gitudlo isip process server sa Office of the Mayor, samtang si Randolph gitudlo isip administrative aide sa Cebu City Medical Center. Pareho silang nagtrabaho sukad niadtong Enero 1 hangtod Hunyo 30, 2022. Ang mga kontrata ni Buddy ug Randolph gi-renew gikan sa Hulyo 1 hangtod Disyembre 30, 2022 dihang si Abangan mi-asumir pagka-mayor human sa eleksyon niadtong Mayo 2022. /","Brody Abando, Cedie Abangan ‘gitaktak’ sa ilang serbisyo",https://www.sunstar.com.ph/superbalita-cebu/jonas-cortes-michael-rama-gitaktak-sa-ilang-serbisyo
23,Dario V. Gil,"Oct 03, 2024","Patay ang usa ka mananagat human nakaangkon og grabing paso sa nagkadaiyang bahin sa lawas sa dihang naigo sa kilat samtang nanagat niadtong pasado alas 11 sa gabii, Miyerkules, Oktubre 2, 2024 sa Barangay Gairan, Dakbayan sa Bogo, Sugbo. Ang biktima giila nga si Loel Adaya Mandaue, 53, adunay kapuyo ug taga Purok Asinan, Brgy. Sambag, Siyudad sa Bogo. Base sa imbestigasyon sa Bogo City Police Station nga gipahibawo sila nga adunay tawo nga napalgan nga naghayang sa iyang sakayan nga giingong patay na. Usa ka Angelu Adivino, 50 ang nanagat sab niadtong higayona ang unang nakadiskubre ni Mandaue nga wa na maglihok ug naghayang sa gisakyan nga baruto. Giguyod ni Adivino ang baruto sa bikitma paingon sa baybayon ug nangayo og pakitabang. Gidala pa sa Cebu Provincial Hospital ang maong mananagat apan gideklarar nga patay na ug way nakita nga foul play sa iyang kamatayon.","Mananagat naigo sa kilat, patay",https://www.sunstar.com.ph/superbalita-cebu/mananagat-naigo-sa-kilat-patay-2
24,Dario V. Gil,"Oct 03, 2024","Inay nga motahan sa kaugalingon, nakigpinusilay ngadto sa polis ang usa ka suspek nga nag-atubang og kasong frustrated homicide sa Purok Colis, Barangay Candulawan, Talisay City, niadtong alas 12:30 sa hapon, Miyerkules, Oktubre 2, 2024. Ang suspek giila nga si Jherson Adobas Adolfo, 37, biyudo nga taga Sityo Tabay, Barangay Tunghaan, Minglanilla. Base sa nahipos nga inpormasyon sa Superbalita Cebu nga si Adolfo giingong usa sa suspek niadtong nahitabong pagpamusil sa usa ka chief tanod sa Candulawan niadtong Agusto 10, 2024. Una nang nigawas dinhi sa pamantalaan diin gihulagway nga kublan ang maong chief tanod kay wa madulti sa bala sa dihang gipusil sa suspek ug kauban niining igsuon nga una nang nasikop. Ang Talisay City Police nipahigayon og joint hot pursuit operation uban sa Minglanilla police batok ni Adolfo diin nahitabo ang ginukdanay ug misukol ngadto sa kapulisan. Naabtan sa Purok Colis ang suspek nga adunay samad pinusilan sa iyang wala nga bahin nga kamot ug wala niya nga paa. Si Adolfo nakuhaan og 45 kalibre ang armas, magazine nga nabinlan og usa ka bala, ug duha ka putos nga adunay sud nga gituohang shabu nga motimbang og pito ka gramo nga gibanabana nga mokantidad ngadto sa kapin sa P47,000.","Misukol sa polis, samdan",https://www.sunstar.com.ph/superbalita-cebu/misukol-sa-polis-samdan
25,Florenda V. Querubin,"Oct 02, 2024","Nag-abot sa buhatan ni Lapu-Lapu City Mayor Joelito ‘Ahong’ Abalos ang tulo ka mga menor de edad nga babaye nga gikatahong maoy mitabang og kulata sa 13 anyos nga biktima. Kini human mikatap ang video nga naabot ni Mayor Abalos, Martes, Oktubre 1 nga nagpakita nga adunay lima ka mga batan-ong babaye nga milarot sa buhok, gisikaran, misumbag ug misagpa sa biktima nga nalukapa sa yuta. Ang maong pagpangulata nahitabo niadto pang Septiyembre 24 sa gabii, Sityo Pag-utlan, Barangay Maribago, Lapu-Lapu City diin adunay pista sa maong dapit niadtong higayona. Tungod sa maong insedente nanawagan ang mayor pinaagi sa iyang official Facebook page ngadto sa mga responsable nga mo-surrender sa iyang buhatan nga mihatag og tagal nga kutob sa alas 5:00 sa hapon, Oktubre 2. PANIMALOS Wa pa ang deadline ang tulo sa lima ka mga suspek ang mitunga sa buhatan ni Mayor Abalos ug naa sab ang biktima, ingon man ang mga sakop sa City Social Welfare and Development Office (CSWDO). Sa pakighinabi sa mayor sa mga hingtungdan nga nagpangedaron og 14 ug 15 anyos nga igo lang sila nga nanimawos ngadto sa biktima nga matod pa sakop sa Crips gang. Pasangil sa maong mga bata nga una silang gikulata sa pundok sa biktima. Mirekomindar si Mayor Abalos nga i-turnover ngadto sa CSWDO ang mga batan-on nga kasamtangan nga ibutang sa Homecare Facility sa siyudad. Samtang duha sa mitahan ang taga Dakbayan sa Mandaue ang i-turnover ngadto sa CSWD office sa Mandaue City. Ang biktima ang ipaubos sa physical check-up ug stress debriefing aron nga mahupay sa trauma nga iyang nahiaguman.","3 ka mga bata nga nangulata, mitahan",https://www.sunstar.com.ph/superbalita-cebu/3-ka-mga-bata-nga-nangulata-mitahan
26,Claudine Flores,"Oct 02, 2024","Kapin sa usa ka semana nga dili paagian ang Campo 5, Manipis Road, Dakbayan sa Talisay resulta sa landslide niadtong kadlawon, Miyerkules, Oktubre 2. Ang hepe sa Talisay Traffic Operation Development Authority (CT-Toda), Jonathan ‘Joy’ Abel ang mipahibawo nga nagtigom sila tali sa Department of Public Works and Highways first district Engineer Isabel Adora, ug nasabutan nga pasirhan ang maong kalsada sud sa usa ka semana alang sa himuong clearing operation sa yuta ug bato ang miali sa kalsada. Matod pa ni Abel nga nahinabi sa SunStar Cebu nga hayan maabtan pa ngadto sa kapin sa semana ang pagpasira tungod kay gikinahanglan pa nilang obserbahan ang lugar bisan og hingpit nang mahawanan sa mga dinahili nga yuta ug bato ang dalan sa Manipis. Gihulagway sa opisyal nga gibanabana nga 740 ka mga trak de karga ang magamit sa paghakot gumikan sa gidaghanon sa yuta ug bato nga miali sa kalsada. Gitambagan ang mga motorista nga motipas una og laing alternatibong kaagian. “Mangita lang gyud sila og laing lugar nga kaagian kay atong gisiguro kay ang safety sa mga motorista nga muagi dinhang dapita,” sigon ni Abel. Ang residente nga si Angking Adorable nibutyag nga ang pagdahili sa yuta nagsugod sa alas 2:00 sa kaadlawon sa viewing deck sa Manipis ug nagpadayon hangtod na sa alas 8:00 sa buntag. Maayong nalang nga way nadisgrasya o mga balay nga natabunan sa debris resulta sa landslide. Adunay mga motorista ang wa makalusot ang namalik sa ilang agi subay na sa Naga-Uling Road. Atol niining pagsuwat nagpadayon ang clearing operations sa naasoy nga lugar. /DVG, CDF",Manipis Road kasamtanga’ng di paagian,https://www.sunstar.com.ph/superbalita-cebu/manipis-road-kasamtangang-di-paagian
27,Arnold Y. Bustamante,"Oct 02, 2024","Wanted nga nag-atubang og duha ka warrant of arrest sa managlahing dapit sa nasod ang natultolan og nasikop sa Dakbayan sa Talisay, niadtong buntag sa adlawng Martes, Oktubre 1. Ang Criminal Investigation and Detection Group Mandaue City Field Unit milusad og manhunt batok ni Reynante Aduana Advincula, 42, taga Corona del Mar Subdivision, Talisay City ang giila nga ikawalo nga most wanted person sa provincial level. Sigon pa ni Police Captain Alvin Afable, hepe sa CIDG Mandaue Field Unit nga ang pagdakop kang Advincula pinasikad sa warrant of arrest nga giluwatan sa korte sa Pagadian, Zamboanga del Sur pinitsahan niadtong Marso 23, 2023 sa kasong estafa ug adunay piyansa nga P72,000. Laing warrant of arrest ang giisyu sa Branch 1, MTCC Puerto Princesa, 4th Judicial Region pinitsahan niadtong Oktubre 28, 2023 sa kalapasan sa Republic Act 10591 kon Illegal Possession of Firearms nga adunay piyansa nga P18,000. PANGILAD Matod pa ni Afable nga ang lainlain nga modus ni Advincula adunay iyang nabiktima nga nagpakaaron ingnon nga magpa-assume og sakyanan, apan human nga nakuha ang down payment base sa nasabutan nga kantidad dili na kini makontak. Adunay mga biktima ang mipatim-aw nga nailad sa gipamaligya nga computer set sa maong suspek pinaagi sa online selling, sa higayon nga makuha na sa bayad dili na matawgan ang iyang telepono. Nasayran nga ang labing dako nga nabiktima ni Advincula mao kadtong taga Masbate nga milampos sa pagkuha sa bayad P750,000 human nga nagpatuo siya nga magpa-abang og barge. Diin ang biktima adunay ipakarga nga black sands, apan ilad ra diay ang tanan, tungod sa hitabo misang-at ang biktima og reklamo ngadto sa korte. Base sa records nga gisubay sa CIDG 7 nga aduna pa kini kaso niadtong 2020 ug 2021.“Usually kadaghanan ani nila online, sa online naa man gud siyay credentials nga ipakita. Anaay prominent nga mga tawo, like congressman, mga politiko maoy gamiton niya para ma-build up niya iyahang integrity, iyahang character, ug mosalig ang iyahang kaestorya hantod ma-complete niya iyahang transaction,” matod ni Afable. Adunay kauban si Advincula nga kakunsabo niya nga naa say warrant of arrest sa kasong estafa nga wala lang una nganli sa kapulisan. Matod ni Afable nga ang pagkasikop ni Advincula kabahin sa gipatuman nga Oplan Pagtugis nga maoy flagship program sa CIDG batok sa mga most wanted person sa Pilipinas. Ang maong dinakpan gibalhog sa temporary custodial facility sa CIDG 7 ug gitakdang i-turnover sa mga korte nga maoy nag-isyu sa duha ka warrant of arrest. /","Scammer adunay 2 ka warrant, nasikop",https://www.sunstar.com.ph/superbalita-cebu/scammer-adunay-2-ka-warrant-nasikop
28,Arnold Y. Bustamante,"Oct 02, 2024","Nalandig sa tambalanan ang usa ka 20 anyos nga lalaki human pusila pasado alas 11 sa gabii, Martes, Oktubre 1, 2024 sa Sitio Lahing-Lahing 2, Barangay Mabolo, Dakbayan sa Sugbo. Ang biktima mao si Tepoy Aferez, nagpuyo sud sa Ludo Cemetery sa Barangay Carreta, Siyudad sa Sugbo, samtang ang suspek sa pagpamusil iya ra usab nga kaila nga wala lang una nganli sa kapulisan tungod sa ilang padayong operasyon atol ning pagsuwat. Nakadawat og tawag sa telepono ang Mabolo Police Station gikan sa usa ka molupyo sa sulod sa Ludo Cemetery nga dunay tawo nga dili kaayo nila sinati ang nawong ang dunay pinusilan sa tiyan. Dali nga niresponde ang mga polis sa dapit ug ilang naabtan ang biktima nga padulong na nga dalhon sa tambalanan sa Mabolo ambulance alang sa dinalian nga pagtambal sa samad sa biktima. Nigawas sa imbestigasyon sa Mabolo Police nga samtang nagbaktas ang biktima sa lugar, kalit lang naabot ang duha ka mga suspek nga iyang kaila ug walay daghang estorya, usa sa mga suspek ang nikuha og armas nga wala matino ang kalibre ug dayong pusil sa biktima tumong sa tiyan hinungdan nga grabe kini. Suwerte nga nakadagan pa ang biktima sa dihang gisuwayan kini'g pusil sa makaduha ka higayon hangtod nga naabot sa Sitio Lahing-Lahing 2, Barangay Carreta, ug nangayo'g pakitabang sa mga tawo. Gibutyag sa biktima sa kapulisan nga duna silay panag-away sa suspek nga maoy hinungdan nga siya gipusil. Ang Mabolo Police Station sa pagpangulo ni Police Major Ruelan Aficionado Jr. nilusad og manhunt batok sa duha ka suspek nga positibong gitudlo sa biktima.","Batan-on gipusil sulod sa menteryo, ‘kritikal’",https://www.sunstar.com.ph/superbalita-cebu/batan-on-gipusil-sulod-sa-menteryo-kritikal
